adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,1283675,fr,,0.723,2024-05-01,Hommage a Jean Pierre Ferland,False,0.0,0,['Documentary']
False,1279379,cs,,1.049,2024-06-06,Láska na zakázku,False,1.0,3,"['Romance', 'Comedy']"
False,1100554,fi,"While on a shopping trip, Grump smells Saimi, a woman who smells just right and throws the whole man in a state of confusion. The Grump would not have believed that his chest could still feel like a young boy's. The Grump has to admit that he enjoys Saimi’s company. The words, looks, and touch of another awaken long-forgotten feelings. The Grump’s sons are incredulous and downright jealous of their father, and they don’t want to trust Saimi’s sincerity… could she be after the inheritance? Family meetings, misunderstandings, moonlight swims, and sleepless nights. Indeed, Cupid's arrow can pierce even an old man's flannel shirt.",1.049,2024-09-06,Long Good Thursday,False,6.4,5,"['Drama', 'Comedy']"
False,1409222,tr,,1.048,2024-12-29,Yurt,False,0.0,0,['Drama']
False,1408229,nl,Registration of the second special by the Dutch comedian Kasper van der Laan.,1.048,2024-12-26,Kasper van der Laan: Warm,False,2.0,1,['Comedy']
False,1383602,fr,"Three friends decide to go on a sporting vacation in the forest, excited by the idea of discovering the legendary Lac du Fallu. With their backpacks and a tent, they venture out onto the wilderness trails. The Hikers expedition takes an unexpected and naughty turn when they come across two attractive men, also on their way to the mysterious lake. The attraction is immediate, and what was meant to be a simple hike turns into a sensual adventure, where the surrounding nature serves as the backdrop for intimate, passionate moments. The laughter and fun shared by the lake become the highlight of an unforgettable vacation.",1.048,2024-09-13,The Hikers,False,0.0,0,[]
False,1367069,cs,"On New Year's Eve in 1944, two men meet in the middle of a snowstorm in a cottage cut off from civilization - a widower, Petr Bernat, and an SS officer, Konrad Neumann. The only thing the two men have in common is their Sudeten origins. At first, their conversation revolves around mundane topics, but as midnight approaches, they begin to address more pressing issues. A tragic past is revealed and it becomes clear that tonight will be a fateful night for Bernat and Neumann.",1.048,2024-09-20,The Compatriot,False,6.0,1,['Drama']
False,1364120,en,Two low level goons are summoned by a local crime boss to tie up some loose ends.,1.048,2024-10-01,An Ordered Hit of a Man (In Sequence),False,0.0,0,"['Thriller', 'Drama']"
False,1360121,en,"A young female business consultant is sent to acquire a small craft brewery, but upon meeting the kind-hearted owner, she falls in love with not only him, but the close-knit community of the small business. Together, they must block the deal and save their beloved brewery.",1.048,2024-10-01,The Christmas Brew,False,3.0,3,['Romance']
False,1407316,en,12 Years of League of Legends in Brazil!,1.047,2024-12-24,CBLOL THE MOVIE,False,0.0,0,"['Documentary', 'Comedy']"
False,1400313,es,"Audiovisual exploration of female corporality and what happens to it during a mystical experience. This is the combination of the carnal and the spiritual, with the contact of catholic symbology. Religiosity and the erotic, and also temptation and violence, all of these elements come together to illustrate an earthly spirituality. The following short film is inspired by true accounts of religious women, their perspective and their relationship with Jesus of Nazareth and the configuration of him on the female body.",1.047,2024-12-09,Via Crux,False,0.0,0,"['Fantasy', 'Drama']"
False,1388437,ru,"Mikhail is a former aircraft designer, and now just a grandfather who constantly gets into ridiculous situations. One day on December 31, she and her grandson Seryozha sheltered a dog who was hiding from New Year's fireworks. The dog was given the name Stepka. Soon after his grandson was taken away by his parents, Mikhail becomes ill. And now Stepka has very little time to call for help and save his master's life. But it is very difficult to do this, because none of the people knows the dog language. The only way out is to find Seryozha, who, as it seems to Stepka, understands him. And then the four-legged hero goes to the other side of the city to meet incredible adventures.",1.047,2024-12-05,It's My Damn Business,False,0.0,0,"['Drama', 'Comedy']"
False,1382667,zh,"In the dynamic and challenging landscape of Northeast China, estranged father and son Lu Jiaquan and Lu Tianyi clash over their conflicting business philosophies. After Jiaquan leaves home to prove himself and becomes a bathhouse manager, he finds his ambition backfiring. With his father's help, he confronts his challenges, leading to a touching reconciliation between them.",1.047,2024-11-08,Bath Heaven,False,0.0,0,['Comedy']
False,1379223,ko,"Wheelchair basketball is often associated with disability sports. However, wheelchair basketball is a sport for both people with and without disabilities. Inspired by the dedication to wheelchair basketball of national team coach Lee Won-woo, known as the ‘fox of the court’ in the 1990s, and his protégé, coach Han Sa-hyun, this human-action sports story follows a middle-aged basketball star past his prime, an arrogant basketball genius, and men with rounded steel legs due to accidents. Together, they unite through wheelchair basketball to pursue their dreams.",1.047,2024-11-30,Go Snails,False,0.0,0,['Drama']
False,1357781,pt,,1.047,2024-09-13,Memórias Póstumas de Brás Cubas - O Curta Metragem,False,10.0,1,['Comedy']
False,1338827,es,,1.047,2024-09-09,Tierra de Nadie,False,0.0,0,['Drama']
False,1324535,ar,"Set over the course of 48 hours, the story follows Daye, a young man traveling across Egypt's governorates to fulfill his dream. He is accompanied by his captivating voice, his broken family, and his music teacher. He is traveling without money, a car, or any means of communication, and most importantly, he is unsure of his ability to reach his goal.",1.047,2024-12-05,The Tale of Daye’s Family,False,0.0,0,['Drama']
False,1321430,lt,"Adas and Domas are luxury car thieves. Domas promises to do one last ""job"" for his pregnant beloved Maria and to live a peaceful family life after the baby is born. Maria has a bad feeling about letting him go, but Domas can't resist the opportunity to earn a large sum of money.",1.047,2024-09-06,Duobėje,False,0.0,0,"['Drama', 'Thriller']"
False,1315582,en,"A lonely boy desperately searches for guidance and protection, when he finds a completely unconventional mentor hiding in the nearby woods.",1.047,2024-07-13,The Wise Guy,False,0.0,0,['Comedy']
False,1286580,de,,1.047,2024-05-09,Blind ermittelt: Tod im Palais,False,0.0,0,[]
False,1274970,en,"After the Robb Elementary school shooting in Texas, local Uvalde Leader-News journalists are left to report on the fallout – and on one of their staff members. Reporter Kimberly Rubio rises to national prominence as an advocate for gun reform after her ten-year-old daughter, Lexi, is killed in the shooting. Through the journalists’ reporting, we witness the social fabric of this small Texas town unravel as Kimberly and other victims’ families search for accountability from law enforcement and local leaders. The documentary also shines a light on the critical role of community journalism, at a time when local newspapers are folding rapidly across the country.",1.047,2024-04-28,Print It Black,False,6.0,1,['Documentary']
False,1258897,es,"Under the dawn of the agave fields of Jalisco, Alejandro and Miguel, two friends with a special bond, confront an inevitable farewell. Amidst memories, their emotions intensify, challenging the boundaries of their friendship.",1.047,2024-04-27,Agave Echoes,False,10.0,1,"['Drama', 'Romance']"
False,1241965,en,"The Can, a steel shipping container housing a site office, stands alone in an isolated scrapyard. Shut inside is Joe, an unstable, disillusioned security guard. What should have been another quiet night at work descends into a gruelling test as he must untangle a web of lies in a race against the clock to save a life.",1.047,2024-03-22,The Can,False,0.0,0,['Thriller']
False,1151437,ja,Based on the life of Mayu Iwatani and her journey to becoming a wrestler.,1.047,2024-05-17,Runaway Wrestler,False,0.0,0,"['Drama', 'Action']"
False,938804,en,"A intimate reflection at the making of and cultural phenomenon of one of the most popular and profitable horror films ever made, The Exorcist (1973).",1.047,2024-03-26,Fear and Love: The Story of The Exorcist,False,0.0,0,"['Documentary', 'Horror']"
False,1397888,is,Guðaveigar is about a group of Icelandic priests who set out on a mission to find the perfect mass wine.,1.046,2024-12-26,God's blessings,False,0.0,0,['Comedy']
False,1397473,en,"When a tender-hearted orphan is left with her hermit grandfather, he must turn from his past to make a future for them. But when she is taken to live in the city, she learns to trust God's plan and know that He will make everything right.",1.046,2024-12-03,Heidi,False,0.0,0,"['Family', 'Drama']"
False,1389625,sr,"In one day-night journey, two young sisters, recollect memories of their recently deceased father. Encountering the cruel world of grown-ups, they keep the ultimate freedom that only kids have. Only way they can fight is to stick together.",1.046,2024-10-10,Stellar,False,0.0,0,['Drama']
False,1328466,en,"In this series of shorts, the phrase ""Gay Agenda"" is reclaimed from the religious right and transformed into a celebration of gay culture. Sit back and enjoy ""Dominant Chord,"" ""Petit Ami,"" ""Skin to Skin,"" and ""Follow Me.""",1.046,2024-08-08,The Gay Agenda 29,False,0.0,0,[]
